,pos_no,emo_neg,vocalarousal,vocalvalence,neg_p,vocalnegative
1052,230.0,115.0,0.235,0.225,0.01,0.495
1053,79.0,80.0,0.26,0.3,0.15,0.0
1054,79.0,80.0,0.26,0.3,0.15,0.0
1055,79.0,80.0,0.26,0.3,0.15,0.0
1056,79.0,80.0,0.26,0.3,0.15,0.0
1057,79.0,80.0,0.26,0.3,0.15,0.0
1058,79.0,80.0,0.26,0.3,0.15,0.0
1059,79.0,80.0,0.26,0.3,0.15,0.0
1060,179.0,75.0,0.44,0.22,0.02,0.01
1061,179.0,75.0,0.44,0.22,0.02,0.01
1062,179.0,75.0,0.44,0.22,0.02,0.01
1063,179.0,75.0,0.44,0.22,0.02,0.01
1064,179.0,75.0,0.44,0.22,0.02,0.01
1065,179.0,75.0,0.44,0.22,0.02,0.01
1066,250.0,70.0,0.4,0.5,0.03,0.03
1067,250.0,70.0,0.4,0.5,0.03,0.03
1068,179.0,75.0,0.44,0.22,0.02,0.01
1069,179.0,75.0,0.44,0.22,0.02,0.01
1070,179.0,75.0,0.44,0.22,0.02,0.01
1071,179.0,75.0,0.44,0.22,0.02,0.01
1072,179.0,75.0,0.44,0.22,0.02,0.01
1073,250.0,70.0,0.4,0.5,0.03,0.03
1074,141.0,104.0,0.54,0.66,0.09,0.0
1075,250.0,70.0,0.4,0.5,0.03,0.03
1076,141.0,104.0,0.54,0.66,0.09,0.0
1077,141.0,104.0,0.54,0.66,0.09,0.0
1078,179.0,75.0,0.44,0.22,0.02,0.01
1079,250.0,70.0,0.4,0.5,0.03,0.03
1080,141.0,104.0,0.54,0.66,0.09,0.0
1081,178.0,57.0,0.69,0.84,0.98,0.0
1082,178.0,57.0,0.69,0.84,0.98,0.0
1083,178.0,57.0,0.69,0.84,0.98,0.0
1084,178.0,57.0,0.69,0.84,0.98,0.0
1085,246.0,98.0,0.52,0.19,0.01,0.0
1086,246.0,98.0,0.52,0.19,0.01,0.0
1087,246.0,98.0,0.52,0.19,0.01,0.0
1088,246.0,98.0,0.52,0.19,0.01,0.0
1089,246.0,98.0,0.52,0.19,0.01,0.0
1090,246.0,98.0,0.52,0.19,0.01,0.0
1091,246.0,98.0,0.52,0.19,0.01,0.0
1092,246.0,98.0,0.52,0.19,0.01,0.0
1093,246.0,98.0,0.52,0.19,0.01,0.0
1094,246.0,98.0,0.52,0.19,0.01,0.0
1095,246.0,98.0,0.52,0.19,0.01,0.0
1096,246.0,98.0,0.52,0.19,0.01,0.0
1097,246.0,98.0,0.52,0.19,0.01,0.0
1098,246.0,98.0,0.52,0.19,0.01,0.0
1099,246.0,98.0,0.52,0.19,0.01,0.0
1100,113.0,51.0,0.15,-0.1,0.92,0.01
1101,216.0,105.0,0.02,-0.02,0.96,0.0
1102,216.0,105.0,0.02,-0.02,0.96,0.0
1103,216.0,105.0,0.02,-0.02,0.96,0.0
1104,216.0,105.0,0.02,-0.02,0.96,0.0
1105,277.0,95.0,0.52,0.43,0.73,0.01
1106,277.0,95.0,0.52,0.43,0.73,0.01
1107,216.0,105.0,0.02,-0.02,0.96,0.0
1108,203.0,66.0,0.5,0.48,0.01,0.02
1109,203.0,66.0,0.5,0.48,0.01,0.02
1110,216.0,105.0,0.02,-0.02,0.96,0.0
1111,277.0,95.0,0.52,0.43,0.73,0.01
1112,255.0,86.0,0.3,0.26,0.62,0.08
1113,255.0,86.0,0.3,0.26,0.62,0.08
1114,216.0,105.0,0.02,-0.02,0.96,0.0
1115,255.0,86.0,0.3,0.26,0.62,0.08
1116,172.0,102.0,0.57,0.76,0.18,0.0
1117,172.0,102.0,0.57,0.76,0.18,0.0
1118,172.0,102.0,0.57,0.76,0.18,0.0
1119,172.0,102.0,0.57,0.76,0.18,0.0
1120,172.0,102.0,0.57,0.76,0.18,0.0
1121,172.0,102.0,0.57,0.76,0.18,0.0
1122,172.0,102.0,0.57,0.76,0.18,0.0
1123,172.0,102.0,0.57,0.76,0.18,0.0
1124,172.0,102.0,0.57,0.76,0.18,0.0
1125,172.0,102.0,0.57,0.76,0.18,0.0
1126,361.0,207.5,0.555,0.43,0.47,0.015
1127,172.0,102.0,0.57,0.76,0.18,0.0
1128,316.5,71.5,0.51,0.54,0.025,0.045
1129,145.0,42.0,0.63,0.77,0.98,0.0
1130,234.0,96.0,0.78,0.39,0.25,0.0
1131,174.0,123.0,0.2,0.36,0.0,0.97
1132,234.0,96.0,0.78,0.39,0.25,0.0
1133,234.0,96.0,0.78,0.39,0.25,0.0
1134,174.0,123.0,0.2,0.36,0.0,0.97
1135,145.0,42.0,0.63,0.77,0.98,0.0
1136,145.0,42.0,0.63,0.77,0.98,0.0
1137,234.0,96.0,0.78,0.39,0.25,0.0
1138,234.0,96.0,0.78,0.39,0.25,0.0
1139,145.0,42.0,0.63,0.77,0.98,0.0
1140,145.0,42.0,0.63,0.77,0.98,0.0
1141,241.0,67.0,0.23,0.3,0.01,0.01
1142,241.0,67.0,0.23,0.3,0.01,0.01
1143,241.0,67.0,0.23,0.3,0.01,0.01
1144,241.0,67.0,0.23,0.3,0.01,0.01
1145,204.0,73.0,0.67,0.28,0.25,0.03
1146,204.0,73.0,0.67,0.28,0.25,0.03
1147,241.0,67.0,0.23,0.3,0.01,0.01
1148,241.0,67.0,0.23,0.3,0.01,0.01
1149,277.0,151.0,0.04,-0.47,0.05,0.09
1150,277.0,151.0,0.04,-0.47,0.05,0.09
1151,277.0,151.0,0.04,-0.47,0.05,0.09
1152,277.0,151.0,0.04,-0.47,0.05,0.09
1153,277.0,151.0,0.04,-0.47,0.05,0.09
1154,277.0,151.0,0.04,-0.47,0.05,0.09
1155,277.0,151.0,0.04,-0.47,0.05,0.09
1156,189.0,89.0,0.32,0.28,0.03,0.01
1157,189.0,89.0,0.32,0.28,0.03,0.01
1158,189.0,89.0,0.32,0.28,0.03,0.01
1159,189.0,89.0,0.32,0.28,0.03,0.01
1160,189.0,89.0,0.32,0.28,0.03,0.01
1161,189.0,89.0,0.32,0.28,0.03,0.01
1162,225.0,27.0,0.46,0.48,0.19,0.0
1163,225.0,27.0,0.46,0.48,0.19,0.0
1164,225.0,27.0,0.46,0.48,0.19,0.0
1165,225.0,27.0,0.46,0.48,0.19,0.0
1166,189.0,148.0,0.12,0.2,0.0,0.99
1167,189.0,148.0,0.12,0.2,0.0,0.99
1168,225.0,27.0,0.46,0.48,0.19,0.0
1169,225.0,27.0,0.46,0.48,0.19,0.0
1170,189.0,148.0,0.12,0.2,0.0,0.99
1171,86.0,17.0,0.3,0.3,0.02,0.02
1172,257.0,114.0,0.635,0.545,0.485,0.01
1173,308.0,132.0,0.45,0.21,0.96,0.0
1174,218.0,81.0,0.05,0.13,0.02,0.35
1175,218.0,81.0,0.05,0.13,0.02,0.35
1176,218.0,81.0,0.05,0.13,0.02,0.35
1177,218.0,81.0,0.05,0.13,0.02,0.35
1178,218.0,81.0,0.05,0.13,0.02,0.35
1179,218.0,81.0,0.05,0.13,0.02,0.35
1180,130.0,68.0,0.64,0.67,0.75,0.0
1181,130.0,68.0,0.64,0.67,0.75,0.0
1182,84.0,39.0,0.58,0.72,0.01,0.0
1183,130.0,68.0,0.64,0.67,0.75,0.0
1184,130.0,68.0,0.64,0.67,0.75,0.0
1185,84.0,39.0,0.58,0.72,0.01,0.0
1186,84.0,39.0,0.58,0.72,0.01,0.0
1187,84.0,39.0,0.58,0.72,0.01,0.0
1188,84.0,39.0,0.58,0.72,0.01,0.0
1189,279.0,103.0,0.68,0.5,0.91,0.0
1190,279.0,103.0,0.68,0.5,0.91,0.0
1191,206.0,96.0,0.55,0.61,0.02,0.13
1192,206.0,96.0,0.55,0.61,0.02,0.13
1193,206.0,96.0,0.55,0.61,0.02,0.13
1194,206.0,96.0,0.55,0.61,0.02,0.13
1195,206.0,96.0,0.55,0.61,0.02,0.13
1196,206.0,96.0,0.55,0.61,0.02,0.13
1197,206.0,96.0,0.55,0.61,0.02,0.13
1198,206.0,96.0,0.55,0.61,0.02,0.13
1199,206.0,96.0,0.55,0.61,0.02,0.13
1200,206.0,96.0,0.55,0.61,0.02,0.13
1201,161.0,37.0,0.46,0.1,0.89,0.0
1202,161.0,37.0,0.46,0.1,0.89,0.0
1203,161.0,37.0,0.46,0.1,0.89,0.0
1204,264.0,119.0,0.52,0.51,0.72,0.01
1205,172.0,41.0,-0.26,-0.46,0.01,0.02
1206,172.0,41.0,-0.26,-0.46,0.01,0.02
1207,229.0,55.0,0.39,0.3,0.01,0.94
1208,264.0,119.0,0.52,0.51,0.72,0.01
1209,264.0,119.0,0.52,0.51,0.72,0.01
1210,171.0,46.0,0.66,0.27,0.09,0.0
1211,171.0,46.0,0.66,0.27,0.09,0.0
1212,229.0,55.0,0.39,0.3,0.01,0.94
1213,229.0,55.0,0.39,0.3,0.01,0.94
1214,264.0,119.0,0.52,0.51,0.72,0.01
1215,171.0,46.0,0.66,0.27,0.09,0.0
1216,171.0,46.0,0.66,0.27,0.09,0.0
1217,171.0,46.0,0.66,0.27,0.09,0.0
1218,171.0,46.0,0.66,0.27,0.09,0.0
1219,171.0,46.0,0.66,0.27,0.09,0.0
1220,271.0,90.0,-0.01,-0.01,0.0,0.99
1221,171.0,46.0,0.66,0.27,0.09,0.0
1222,171.0,46.0,0.66,0.27,0.09,0.0
1223,171.0,46.0,0.66,0.27,0.09,0.0
1224,171.0,46.0,0.66,0.27,0.09,0.0
1225,171.0,46.0,0.66,0.27,0.09,0.0
1226,171.0,46.0,0.66,0.27,0.09,0.0
1227,229.0,55.0,0.39,0.3,0.01,0.94
1228,271.0,90.0,-0.01,-0.01,0.0,0.99
1229,171.0,46.0,0.66,0.27,0.09,0.0
1230,171.0,46.0,0.66,0.27,0.09,0.0
1231,229.0,55.0,0.39,0.3,0.01,0.94
1232,171.0,46.0,0.66,0.27,0.09,0.0
1233,229.0,55.0,0.39,0.3,0.01,0.94
1234,161.0,85.0,0.28,0.16,0.93,0.01
1235,277.0,41.0,0.39,0.29,0.03,0.09
1236,277.0,41.0,0.39,0.29,0.03,0.09
1237,378.0,75.0,0.17,0.36,0.94,0.0
1238,161.0,85.0,0.28,0.16,0.93,0.01
1239,378.0,75.0,0.17,0.36,0.94,0.0
1240,378.0,75.0,0.17,0.36,0.94,0.0
1241,378.0,75.0,0.17,0.36,0.94,0.0
1242,357.0,44.0,0.6,0.71,0.04,0.01
1243,378.0,75.0,0.17,0.36,0.94,0.0
1244,277.0,41.0,0.39,0.29,0.03,0.09
1245,277.0,41.0,0.39,0.29,0.03,0.09
1246,275.0,131.0,0.24,0.0,0.83,0.05
1247,289.0,56.0,0.16,-0.62,0.61,0.0
1248,289.0,56.0,0.16,-0.62,0.61,0.0
1249,275.0,131.0,0.24,0.0,0.83,0.05
1250,275.0,131.0,0.24,0.0,0.83,0.05
1251,275.0,131.0,0.24,0.0,0.83,0.05
1252,275.0,131.0,0.24,0.0,0.83,0.05
1253,275.0,131.0,0.24,0.0,0.83,0.05
1254,275.0,131.0,0.24,0.0,0.83,0.05
1255,275.0,131.0,0.24,0.0,0.83,0.05
1256,275.0,131.0,0.24,0.0,0.83,0.05
1257,275.0,131.0,0.24,0.0,0.83,0.05
1258,275.0,131.0,0.24,0.0,0.83,0.05
1259,275.0,131.0,0.24,0.0,0.83,0.05
1260,275.0,131.0,0.24,0.0,0.83,0.05
1261,232.0,69.0,0.5,0.55,0.07,0.0
1262,232.0,69.0,0.5,0.55,0.07,0.0
1263,186.0,214.0,0.35,0.38,0.75,0.0
1264,232.0,69.0,0.5,0.55,0.07,0.0
1265,232.0,69.0,0.5,0.55,0.07,0.0
1266,186.0,214.0,0.35,0.38,0.75,0.0
1267,232.0,69.0,0.5,0.55,0.07,0.0
1268,186.0,214.0,0.35,0.38,0.75,0.0
1269,232.0,69.0,0.5,0.55,0.07,0.0
1270,177.0,34.0,0.33,0.45,0.09,0.04
1271,232.0,69.0,0.5,0.55,0.07,0.0
1272,232.0,69.0,0.5,0.55,0.07,0.0
1273,143.0,50.0,0.08,-0.05,0.04,0.01
1274,248.0,102.667,0.2866667,0.37,0.2933333,0.02
1275,143.0,50.0,0.08,-0.05,0.04,0.01
1276,248.0,102.667,0.2866667,0.37,0.2933333,0.02
1277,248.0,102.667,0.2866667,0.37,0.2933333,0.02
1278,191.0,76.0,0.34,0.05,0.03,0.0
1279,211.0,47.0,0.52,0.62,0.01,0.0
1280,209.0,45.0,0.14,-0.48,0.04,0.02
1281,191.0,76.0,0.34,0.05,0.03,0.0
1282,190.0,36.0,0.16,0.14,0.04,0.1
1283,190.0,36.0,0.16,0.14,0.04,0.1
1284,190.0,36.0,0.16,0.14,0.04,0.1
1285,191.0,76.0,0.34,0.05,0.03,0.0
1286,191.0,76.0,0.34,0.05,0.03,0.0
1287,191.0,76.0,0.34,0.05,0.03,0.0
1288,191.0,76.0,0.34,0.05,0.03,0.0
1289,191.0,76.0,0.34,0.05,0.03,0.0
1290,178.0,93.0,0.01,0.12,0.01,0.02
1291,178.0,93.0,0.01,0.12,0.01,0.02
1292,178.0,93.0,0.01,0.12,0.01,0.02
1293,178.0,93.0,0.01,0.12,0.01,0.02
1294,211.0,47.0,0.52,0.62,0.01,0.0
1295,178.0,93.0,0.01,0.12,0.01,0.02
1296,211.0,47.0,0.52,0.62,0.01,0.0
1297,334.0,104.0,0.09,0.0,0.01,0.01
1298,334.0,104.0,0.09,0.0,0.01,0.01
1299,334.0,104.0,0.09,0.0,0.01,0.01
1300,334.0,104.0,0.09,0.0,0.01,0.01
1301,132.0,31.0,0.1,0.25,0.01,0.03
1302,275.0,53.0,0.12,0.14,0.01,0.01
1303,123.0,69.0,0.2,-0.01,0.75,0.06
1304,123.0,69.0,0.2,-0.01,0.75,0.06
1305,275.0,53.0,0.12,0.14,0.01,0.01
1306,123.0,69.0,0.2,-0.01,0.75,0.06
1307,104.0,63.5,0.175,0.09,0.385,0.04
1308,155.0,40.0,0.43,0.24,0.05,0.0
1309,155.0,40.0,0.43,0.24,0.05,0.0
1310,275.0,53.0,0.12,0.14,0.01,0.01
1311,275.0,53.0,0.12,0.14,0.01,0.01
1312,176.0,89.0,0.52,0.26,0.03,0.0
1313,176.0,89.0,0.52,0.26,0.03,0.0
1314,176.0,89.0,0.52,0.26,0.03,0.0
1315,176.0,89.0,0.52,0.26,0.03,0.0
1316,176.0,89.0,0.52,0.26,0.03,0.0
1317,176.0,89.0,0.52,0.26,0.03,0.0
1318,176.0,89.0,0.52,0.26,0.03,0.0
1319,176.0,89.0,0.52,0.26,0.03,0.0
1320,176.0,89.0,0.52,0.26,0.03,0.0
1321,176.0,89.0,0.52,0.26,0.03,0.0
1322,176.0,89.0,0.52,0.26,0.03,0.0
1323,176.0,89.0,0.52,0.26,0.03,0.0
1324,176.0,89.0,0.52,0.26,0.03,0.0
1325,176.0,89.0,0.52,0.26,0.03,0.0
1326,176.0,89.0,0.52,0.26,0.03,0.0
1327,176.0,89.0,0.52,0.26,0.03,0.0
1328,181.0,90.0,0.15,0.28,0.83,0.09
1329,181.0,90.0,0.15,0.28,0.83,0.09
1330,181.0,90.0,0.15,0.28,0.83,0.09
1331,181.0,90.0,0.15,0.28,0.83,0.09
1332,181.0,90.0,0.15,0.28,0.83,0.09
1333,181.0,90.0,0.15,0.28,0.83,0.09
1334,334.0,137.0,0.24,0.03,0.0,0.99
1335,334.0,137.0,0.24,0.03,0.0,0.99
1336,334.0,137.0,0.24,0.03,0.0,0.99
1337,334.0,137.0,0.24,0.03,0.0,0.99
1338,334.0,137.0,0.24,0.03,0.0,0.99
1339,334.0,137.0,0.24,0.03,0.0,0.99
1340,334.0,137.0,0.24,0.03,0.0,0.99
1341,334.0,137.0,0.24,0.03,0.0,0.99
1342,334.0,137.0,0.24,0.03,0.0,0.99
1343,334.0,137.0,0.24,0.03,0.0,0.99
1344,334.0,137.0,0.24,0.03,0.0,0.99
1345,334.0,137.0,0.24,0.03,0.0,0.99
1346,334.0,137.0,0.24,0.03,0.0,0.99
1347,334.0,137.0,0.24,0.03,0.0,0.99
1348,303.5,114.5,0.625,0.46,0.01,0.0
1349,303.5,114.5,0.625,0.46,0.01,0.0
1350,95.0,25.0,0.1,0.16,0.95,0.0
1351,95.0,25.0,0.1,0.16,0.95,0.0
1352,95.0,25.0,0.1,0.16,0.95,0.0
1353,95.0,25.0,0.1,0.16,0.95,0.0
1354,95.0,25.0,0.1,0.16,0.95,0.0
1355,95.0,25.0,0.1,0.16,0.95,0.0
1356,177.0,40.0,0.33,0.41,0.02,0.0
1357,177.0,40.0,0.33,0.41,0.02,0.0
1358,261.0,118.0,0.58,0.49,0.18,0.04
1359,135.0,84.0,0.47,0.52,0.54,0.0
1360,135.0,84.0,0.47,0.52,0.54,0.0
1361,277.0,120.0,0.86,0.82,0.85,0.0
1362,277.0,120.0,0.86,0.82,0.85,0.0
1363,135.0,84.0,0.47,0.52,0.54,0.0
1364,277.0,120.0,0.86,0.82,0.85,0.0
1365,277.0,120.0,0.86,0.82,0.85,0.0
1366,277.0,120.0,0.86,0.82,0.85,0.0
1367,135.0,84.0,0.47,0.52,0.54,0.0
1368,135.0,84.0,0.47,0.52,0.54,0.0
1369,261.0,118.0,0.58,0.49,0.18,0.04
1370,135.0,84.0,0.47,0.52,0.54,0.0
1371,161.0,99.0,0.44,0.57,0.14,0.01
1372,161.0,99.0,0.44,0.57,0.14,0.01
1373,161.0,99.0,0.44,0.57,0.14,0.01
1374,272.0,69.0,0.34,0.2,0.03,0.01
1375,161.0,99.0,0.44,0.57,0.14,0.01
1376,161.0,99.0,0.44,0.57,0.14,0.01
1377,161.0,99.0,0.44,0.57,0.14,0.01
1378,161.0,99.0,0.44,0.57,0.14,0.01
1379,161.0,99.0,0.44,0.57,0.14,0.01
1380,272.0,69.0,0.34,0.2,0.03,0.01
1381,272.0,69.0,0.34,0.2,0.03,0.01
1382,272.0,69.0,0.34,0.2,0.03,0.01
1383,161.0,99.0,0.44,0.57,0.14,0.01
1384,161.0,99.0,0.44,0.57,0.14,0.01
1385,161.0,99.0,0.44,0.57,0.14,0.01
1386,161.0,99.0,0.44,0.57,0.14,0.01
1387,272.0,69.0,0.34,0.2,0.03,0.01
1388,149.0,69.0,0.39,0.44,0.94,0.01
1389,161.0,99.0,0.44,0.57,0.14,0.01
1390,149.0,69.0,0.39,0.44,0.94,0.01
1391,234.0,79.5,0.045,0.06,0.41,0.04
1392,272.0,69.0,0.34,0.2,0.03,0.01
1393,262.0,64.0,0.11,0.42,0.81,0.04
1394,306.0,100.0,0.58,0.35,0.2,0.0
1395,306.0,100.0,0.58,0.35,0.2,0.0
1396,306.0,100.0,0.58,0.35,0.2,0.0
1397,191.0,91.0,0.18,0.0,0.01,0.02
1398,191.0,91.0,0.18,0.0,0.01,0.02
1399,306.0,100.0,0.58,0.35,0.2,0.0
1400,306.0,100.0,0.58,0.35,0.2,0.0
1401,301.0,98.0,-0.03,-0.54,0.02,0.07
1402,306.0,100.0,0.58,0.35,0.2,0.0
1403,306.0,100.0,0.58,0.35,0.2,0.0
1404,306.0,100.0,0.58,0.35,0.2,0.0
1405,301.0,98.0,-0.03,-0.54,0.02,0.07
1406,301.0,98.0,-0.03,-0.54,0.02,0.07
1407,301.0,98.0,-0.03,-0.54,0.02,0.07
1408,301.0,98.0,-0.03,-0.54,0.02,0.07
1409,191.0,91.0,0.18,0.0,0.01,0.02
1410,306.0,100.0,0.58,0.35,0.2,0.0
1411,306.0,100.0,0.58,0.35,0.2,0.0
1412,191.0,91.0,0.18,0.0,0.01,0.02
1413,306.0,100.0,0.58,0.35,0.2,0.0
1414,306.0,100.0,0.58,0.35,0.2,0.0
1415,306.0,100.0,0.58,0.35,0.2,0.0
1416,306.0,100.0,0.58,0.35,0.2,0.0
1417,194.0,27.0,0.43,0.27,0.99,0.0
1418,194.0,27.0,0.43,0.27,0.99,0.0
1419,194.0,27.0,0.43,0.27,0.99,0.0
1420,352.0,273.0,0.77,0.33,0.96,0.0
1421,194.0,27.0,0.43,0.27,0.99,0.0
1422,194.0,27.0,0.43,0.27,0.99,0.0
1423,352.0,273.0,0.77,0.33,0.96,0.0
1424,194.0,27.0,0.43,0.27,0.99,0.0
1425,230.0,137.333,0.44,0.3266667,0.5,0.0733333
1426,352.0,273.0,0.77,0.33,0.96,0.0
1427,352.0,273.0,0.77,0.33,0.96,0.0
1428,199.0,58.0,0.41,0.44,0.06,0.48
1429,211.0,93.0,0.4333333,0.3766667,0.14,0.1666667
1430,199.0,58.0,0.41,0.44,0.06,0.48
1431,211.0,93.0,0.4333333,0.3766667,0.14,0.1666667
1432,193.5,68.0,0.37,0.335,0.04,0.24
1433,255.0,144.0,0.46,0.48,0.06,0.0
1434,168.0,37.0,0.11,0.2,0.79,0.0
1435,255.0,144.0,0.46,0.48,0.06,0.0
1436,153.5,52.5,0.335,0.155,0.485,0.005
1437,255.0,144.0,0.46,0.48,0.06,0.0
1438,168.0,37.0,0.11,0.2,0.79,0.0
1439,153.5,52.5,0.335,0.155,0.485,0.005
1440,151.0,35.0,0.34,0.34,0.02,0.0
1441,168.0,37.0,0.11,0.2,0.79,0.0
1442,151.0,35.0,0.34,0.34,0.02,0.0
1443,168.0,37.0,0.11,0.2,0.79,0.0
1444,153.5,52.5,0.335,0.155,0.485,0.005
1445,153.5,52.5,0.335,0.155,0.485,0.005
1446,198.0,67.0,0.43,0.73,0.02,0.01
1447,151.0,35.0,0.34,0.34,0.02,0.0
1448,151.0,35.0,0.34,0.34,0.02,0.0
1449,113.5,82.0,0.645,0.315,0.745,0.0
1450,179.0,56.0,0.56,0.19,0.95,0.01
1451,179.0,56.0,0.56,0.19,0.95,0.01
1452,179.0,56.0,0.56,0.19,0.95,0.01
1453,179.0,56.0,0.56,0.19,0.95,0.01
1454,179.0,56.0,0.56,0.19,0.95,0.01
1455,179.0,56.0,0.56,0.19,0.95,0.01
1456,179.0,56.0,0.56,0.19,0.95,0.01
1457,179.0,56.0,0.56,0.19,0.95,0.01
1458,179.0,56.0,0.56,0.19,0.95,0.01
1459,179.0,56.0,0.56,0.19,0.95,0.01
1460,179.0,56.0,0.56,0.19,0.95,0.01
1461,179.0,56.0,0.56,0.19,0.95,0.01
1462,184.0,129.0,0.3,0.5,0.02,0.21
1463,179.0,56.0,0.56,0.19,0.95,0.01
1464,113.5,82.0,0.645,0.315,0.745,0.0
1465,179.0,56.0,0.56,0.19,0.95,0.01
1466,179.0,56.0,0.56,0.19,0.95,0.01
1467,179.0,56.0,0.56,0.19,0.95,0.01
1468,179.0,56.0,0.56,0.19,0.95,0.01
1469,179.0,56.0,0.56,0.19,0.95,0.01
1470,184.0,129.0,0.3,0.5,0.02,0.21
1471,184.0,129.0,0.3,0.5,0.02,0.21
1472,179.0,56.0,0.56,0.19,0.95,0.01
1473,179.0,56.0,0.56,0.19,0.95,0.01
1474,247.0,107.0,-0.08,-0.27,0.03,0.26
1475,247.0,107.0,-0.08,-0.27,0.03,0.26
1476,326.0,109.0,0.33,0.51,0.05,0.07
1477,326.0,109.0,0.33,0.51,0.05,0.07
1478,326.0,109.0,0.33,0.51,0.05,0.07
1479,125.0,70.0,0.13,0.36,0.86,0.0
1480,176.0,57.0,0.35,0.59,0.98,0.0
1481,125.0,70.0,0.13,0.36,0.86,0.0
1482,125.0,70.0,0.13,0.36,0.86,0.0
1483,176.0,57.0,0.35,0.59,0.98,0.0
1484,125.0,70.0,0.13,0.36,0.86,0.0
1485,176.0,57.0,0.35,0.59,0.98,0.0
1486,125.0,70.0,0.13,0.36,0.86,0.0
1487,326.0,109.0,0.33,0.51,0.05,0.07
1488,362.0,112.0,0.17,0.02,0.96,0.0
1489,362.0,112.0,0.17,0.02,0.96,0.0
1490,326.0,109.0,0.33,0.51,0.05,0.07
1491,362.0,112.0,0.17,0.02,0.96,0.0
1492,176.0,57.0,0.35,0.59,0.98,0.0
1493,326.0,109.0,0.33,0.51,0.05,0.07
1494,362.0,112.0,0.17,0.02,0.96,0.0
1495,176.0,57.0,0.35,0.59,0.98,0.0
1496,326.0,109.0,0.33,0.51,0.05,0.07
1497,326.0,109.0,0.33,0.51,0.05,0.07
1498,176.0,57.0,0.35,0.59,0.98,0.0
1499,326.0,109.0,0.33,0.51,0.05,0.07
1500,125.0,70.0,0.13,0.36,0.86,0.0
1501,362.0,112.0,0.17,0.02,0.96,0.0
1502,362.0,112.0,0.17,0.02,0.96,0.0
1503,362.0,112.0,0.17,0.02,0.96,0.0
1504,176.0,57.0,0.35,0.59,0.98,0.0
1505,362.0,112.0,0.17,0.02,0.96,0.0
1506,176.0,57.0,0.35,0.59,0.98,0.0
1507,362.0,112.0,0.17,0.02,0.96,0.0
1508,362.0,112.0,0.17,0.02,0.96,0.0
1509,362.0,112.0,0.17,0.02,0.96,0.0
1510,249.0,95.0,0.26,0.39,0.02,0.0
1511,249.0,95.0,0.26,0.39,0.02,0.0
1512,344.5,49.5,0.275,0.345,0.38,0.01
1513,249.0,95.0,0.26,0.39,0.02,0.0
1514,534.0,40.0,0.03,0.16,0.01,0.01
1515,344.5,49.5,0.275,0.345,0.38,0.01
1516,344.5,49.5,0.275,0.345,0.38,0.01
1517,103.0,36.0,0.12,0.04,0.02,0.01
1518,146.0,14.0,0.15,0.44,0.04,0.0
1519,534.0,40.0,0.03,0.16,0.01,0.01
1520,344.5,49.5,0.275,0.345,0.38,0.01
1521,218.333,124.667,0.3166667,0.2733333,0.6133333,0.0066667
1522,304.0,78.0,-0.01,-0.2,0.02,0.03
1523,217.5,163.0,0.345,0.35,0.43,0.005
1524,534.0,40.0,0.03,0.16,0.01,0.01
1525,249.0,95.0,0.26,0.39,0.02,0.0
1526,304.0,78.0,-0.01,-0.2,0.02,0.03
1527,249.0,95.0,0.26,0.39,0.02,0.0
1528,103.0,36.0,0.12,0.04,0.02,0.01
1529,103.0,36.0,0.12,0.04,0.02,0.01
1530,159.0,122.0,0.15,0.37,0.04,0.0
1531,103.0,36.0,0.12,0.04,0.02,0.01
1532,534.0,40.0,0.03,0.16,0.01,0.01
1533,103.0,36.0,0.12,0.04,0.02,0.01
1534,551.0,107.0,0.29,-0.11,0.98,0.0
1535,551.0,107.0,0.29,-0.11,0.98,0.0
1536,551.0,107.0,0.29,-0.11,0.98,0.0
1537,210.0,84.0,0.3,0.2,0.02,0.01
1538,210.0,84.0,0.3,0.2,0.02,0.01
1539,551.0,107.0,0.29,-0.11,0.98,0.0
1540,551.0,107.0,0.29,-0.11,0.98,0.0
1541,47.0,4.0,0.54,0.37,0.98,0.0
1542,172.0,86.0,0.71,0.28,0.01,0.0
1543,172.0,86.0,0.71,0.28,0.01,0.0
1544,268.0,62.0,0.41,0.25,0.98,0.0
1545,268.0,62.0,0.41,0.25,0.98,0.0
1546,268.0,62.0,0.41,0.25,0.98,0.0
1547,268.0,62.0,0.41,0.25,0.98,0.0
1548,172.0,86.0,0.71,0.28,0.01,0.0
1549,172.0,86.0,0.71,0.28,0.01,0.0
1550,153.0,87.5,0.315,0.29,0.495,0.005
1551,166.0,79.0,0.575,0.26,0.265,0.0
1552,232.0,69.0,0.78,0.75,0.07,0.0
1553,172.0,86.0,0.71,0.28,0.01,0.0
1554,232.0,69.0,0.78,0.75,0.07,0.0
1555,232.0,69.0,0.78,0.75,0.07,0.0
1556,232.0,69.0,0.78,0.75,0.07,0.0
1557,172.0,86.0,0.71,0.28,0.01,0.0
1558,166.0,79.0,0.575,0.26,0.265,0.0
1559,172.0,86.0,0.71,0.28,0.01,0.0
1560,172.0,86.0,0.71,0.28,0.01,0.0
1561,232.0,69.0,0.78,0.75,0.07,0.0
1562,166.0,51.0,0.38,0.02,0.98,0.0
1563,166.0,51.0,0.38,0.02,0.98,0.0
1564,166.0,51.0,0.38,0.02,0.98,0.0
